timestamps,CAN1.OBD2.S01PID11_ThrottlePosition
27.3015,18.43152
27.32135,18.43152
27.46475,18.43152
27.48165,18.43152
27.50175,18.43152
27.5221,18.43152
27.66185,18.43152
27.6819,18.43152
27.7024,18.43152
27.7231,18.43152
27.78025,18.43152
27.8622,18.43152
27.8827,18.43152
27.9032,18.43152
27.9237,18.43152
28.00155,18.43152
28.06295,18.43152
28.08345,18.43152
28.1042,18.43152
28.12445,18.43152
28.26375,18.43152
28.2748,18.43152
28.2842,18.43152
28.30495,18.43152
28.3214,18.43152
28.4645,18.43152
28.48105,18.43152
28.50155,18.43152
28.52185,18.43152
28.6612,18.43152
28.682,18.43152
28.70215,18.43152
28.72265,18.43152
28.80485,18.43152
28.862,18.43152
28.88245,18.43152
28.903,18.43152
28.92345,18.43152
29.0013,18.43152
29.06275,18.43152
29.08325,18.43152
29.10385,18.43152
29.1242,18.43152
29.2635,18.43152
29.275,18.43152
29.28405,18.43152
29.3045,18.43152
29.32495,18.43152
29.46425,18.43152
29.48475,18.43152
29.5014,18.43152
29.5217,18.43152
29.66095,18.43152
29.68145,18.43152
29.70195,18.43152
29.7224,18.43152
29.82895,18.43152
29.86175,18.43152
29.8825,18.43152
29.9027,18.43152
29.9232,18.43152
30.0018,18.43152
30.06255,18.43152
30.08325,18.43152
30.10345,18.43152
30.12395,18.43152
30.26355,18.43152
30.27535,18.43152
30.284,18.43152
30.30425,18.43152
30.3247,18.43152
30.46405,18.43152
30.48455,18.43152
30.505,18.43152
30.5214,18.43152
30.6648,18.43152
30.6812,18.43152
30.7019,18.43152
30.7222,18.43152
30.8535,18.43152
30.8615,18.43152
30.882,18.43152
30.9025,18.43152
30.92295,18.43152
31.0051,18.43152
31.06225,18.43152
31.0829,18.43152
31.10325,18.43152
31.12375,18.43152
31.26305,18.43152
31.27535,18.43152
31.2835,18.43152
31.304,18.43152
31.3245,18.43152
31.4638,18.43152
31.4843,18.43152
31.50475,18.43152
31.52115,18.43152
31.66455,18.43152
31.68505,18.43152
31.70145,18.43152
31.72195,18.43152
31.86165,18.43152
31.87765,18.43152
31.88175,18.43152
31.90225,18.43152
31.92275,18.43152
32.0047,18.43152
32.062,18.43152
32.08255,18.43152
32.103,18.43152
32.1235,18.43152
32.2632,18.43152
32.2756,18.43152
32.28345,18.43152
32.3038,18.43152
32.32425,18.43152
32.46355,18.43152
32.48405,18.43152
32.50455,18.43152
32.52505,18.43152
32.6643,18.43152
32.68495,18.43152
32.7015,18.43152
32.7217,18.43152
32.86515,18.43152
32.88155,18.43152
32.902,18.43152
32.90225,18.43152
32.92275,18.43152
33.00445,18.43152
33.06195,18.43152
33.0823,18.43152
33.10275,18.43152
33.1235,18.43152
33.2626,18.43152
33.27575,18.43152
33.28305,18.43152
33.30355,18.43152
33.324,18.43152
33.46335,18.43152
33.48385,18.43152
33.5047,18.43152
33.5248,18.43152
33.6641,18.43152
33.6846,18.43152
33.70505,18.43152
33.72165,18.43152
33.8651,18.43152
33.88585,18.43152
33.9018,18.43152
33.92225,18.43152
33.92635,18.43152
34.00435,18.43152
34.06155,18.43152
34.08205,18.43152
34.10265,18.43152
34.123,18.43152
34.26235,18.43152
34.27595,18.43152
34.2828,18.43152
34.3033,18.43152
34.3238,18.43152
34.4631,18.43152
34.4836,18.43152
34.50405,18.43152
34.5248,18.43152
34.664,18.43152
34.68435,18.43152
34.70505,18.43152
34.7253,18.43152
34.86465,18.43152
34.88515,18.43152
34.902,18.43152
34.92205,18.43152
34.9518,18.43152
35.004,18.43152
35.06135,18.43152
35.08185,18.43152
35.10235,18.43152
35.1228,18.43152
35.2621,18.43152
35.27615,18.43152
35.28305,18.43152
35.3031,18.43152
35.3237,18.43152
35.46285,18.43152
35.48335,18.43152
35.5038,18.43152
35.52435,18.43152
35.66385,18.43152
35.6841,18.43152
35.7046,18.43152
35.72535,18.43152
35.8644,18.43152
35.8849,18.43152
35.9054,18.43152
35.9218,18.43152
35.9751,18.43152
36.00375,18.43152
36.06535,18.43152
36.0816,18.43152
36.10205,18.43152
36.12255,18.43152
36.2619,18.43152
36.2763,18.43152
36.28235,18.43152
36.30285,18.43152
36.3233,18.43152
36.4626,18.43152
36.48315,18.43152
36.50385,18.43152
36.5241,18.43152
36.6634,18.43152
36.6839,18.43152
36.70435,18.43152
36.72485,18.43152
36.86415,18.43152
36.8847,18.43152
36.90535,18.43152
36.92155,18.43152
36.9994,18.43152
37.0035,18.43152
37.06495,18.43152
37.08545,18.43152
37.1018,18.43152
37.1226,18.43152
37.26175,18.43152
37.2765,18.43152
37.2821,18.43152
37.30275,18.43152
37.32305,18.43152
37.4624,18.43152
37.48305,18.43152
37.5036,18.43152
37.52385,18.43152
37.66315,18.43152
37.68365,18.43152
37.70415,18.43152
37.7246,18.43152
37.86395,18.43152
37.8847,18.43152
37.9049,18.43152
37.9254,18.43152
38.00325,18.43152
38.0239,18.43152
38.0647,18.43152
38.0852,18.43152
38.10165,18.43152
38.1221,18.43152
38.26575,18.43152
38.2767,18.43152
38.2819,18.43152
38.3024,18.43152
38.32285,18.43152
38.46215,18.43152
38.4829,18.43152
38.5031,18.43152
38.5236,18.43152
38.6629,18.43152
38.6834,18.43152
38.7039,18.43152
38.72435,18.43152
38.8637,18.43152
38.8842,18.43152
38.9048,18.43152
38.9252,18.43152
39.00305,18.43152
39.04835,18.43152
39.0645,18.43152
39.08495,18.43152
39.1055,18.43152
39.1219,18.43152
39.26525,18.43152
39.27685,18.43152
39.282,18.43152
39.30215,18.43152
39.3226,18.43152
39.4619,18.43152
39.48245,18.43152
39.5029,18.43152
39.5234,18.43152
39.66295,18.43152
39.6832,18.43152
39.70365,18.43152
39.72415,18.43152
39.86345,18.43152
39.884,18.43152
39.90465,18.43152
39.92495,18.43152
40.0028,18.43152
40.06425,18.43152
40.07245,18.43152
40.08495,18.43152
40.1052,18.43152
40.1216,18.43152
40.265,18.43152
40.27705,18.43152
40.2855,18.43152
40.3019,18.43152
40.3224,18.43152
40.46575,18.43152
40.4824,18.43152
40.50265,18.43152
40.52315,18.43152
40.66245,18.43152
40.68295,18.43152
40.7034,18.43152
40.7239,18.43152
40.86325,18.15937112
40.88385,18.11913956
40.9042,18.07939625
40.9247,18.03936
41.00255,18.03936
41.064,18.03936
41.0845,18.03936
41.0968,18.03936
41.105,18.03936
41.1257,18.03936
41.2648,18.03936
41.27725,18.03936
41.28525,18.03936
41.30165,18.03936
41.3221,18.03936
41.46555,18.03936
41.48195,18.03936
41.5024,18.03936
41.5229,18.03936
41.6622,18.31147899
41.6827,18.35152522
41.7032,18.39157145
41.72365,18.43152
41.863,18.43152
41.8835,18.43152
41.90395,18.43152
41.9245,18.43152
42.00235,18.43152
42.064,18.43152
42.08425,18.43152
42.10495,18.43152
42.1222,18.43152
42.1252,18.43152
42.26455,18.43152
42.27745,18.43152
42.28505,18.43152
42.3055,18.43152
42.3219,18.43152
42.4653,18.43152
42.48175,18.43152
42.5022,18.43152
42.52295,18.43152
42.66205,18.43152
42.68265,18.43152
42.70295,18.43152
42.7238,18.43152
42.8629,18.43152
42.88325,18.43152
42.904,18.43152
42.92425,18.43152
43.0021,18.43152
43.06355,18.43152
43.084,18.43152
43.1045,18.43152
43.125,18.43152
43.14565,18.43152
43.2643,18.43152
43.2776,18.43152
43.28505,18.43152
43.3053,18.43152
43.3258,18.43152
43.46505,18.43152
43.48555,18.43152
43.5024,18.43152
43.52255,18.43152
43.66635,18.15047037
43.68225,18.11939465
43.7027,18.07942618
43.7232,18.03936
43.86255,18.03936
43.924,18.03936
44.00185,18.03936
44.0633,18.03936
44.0838,18.03936
44.1043,18.03936
44.12475,18.03936
44.16985,18.03936
44.2641,18.03936
44.27785,18.03936
44.28455,18.03936
44.3051,18.03936
44.3258,18.03936
44.5058,18.39868196
44.52225,18.43152
44.6656,18.15141967
44.68225,18.11888622
44.72295,18.03936
44.8664,18.03936
44.8828,18.03936
44.9033,18.03936
44.92375,18.03936
45.0057,18.03936
45.08355,18.03936
45.10425,18.03936
45.19435,18.03936
45.26385,18.03936
45.278,18.03936
45.28445,18.03936
45.3253,18.03936
45.4646,18.03936
45.4851,18.03936
45.50585,18.03936
45.52605,18.03936
45.68585,18.03936
45.70225,18.03936
45.86205,18.03936
45.92355,18.03936
46.00545,18.03936
46.0628,18.03936
46.10395,18.03936
46.1243,18.03936
46.21855,18.03936
46.2782,18.03936
46.2841,18.03936
46.3048,18.03936
46.46435,18.03936
46.48485,18.03936
46.52585,18.03936
46.66515,18.03936
46.7061,18.03936
46.7269,18.03936
46.8864,18.03936
46.90305,18.03936
47.00525,18.03936
47.0626,18.03936
47.0831,18.03936
47.12405,18.03936
47.24285,18.03936
47.26335,18.03936
47.2784,18.03936
47.3248,18.03936
47.48465,18.03936
47.5051,18.03936
47.5256,18.03936
47.66515,18.03936
47.68555,18.03936
47.72635,18.03936
47.8657,18.03936
47.9069,18.03936
47.92315,18.03936
48.06645,18.03936
48.08285,18.03936
48.10335,18.03936
48.26315,18.03936
48.2674,18.03936
48.27855,18.03936
48.28385,18.03936
48.3246,18.03936
48.4639,18.03936
48.4844,18.03936
48.50485,18.03936
48.52535,18.03936
48.68515,18.03936
48.70575,18.03936
48.7261,18.03936
48.86545,18.03936
48.88595,18.03936
48.92285,18.03936
49.0048,18.03936
49.06625,18.03936
49.0867,18.03936
49.1031,18.03936
49.12355,18.03936
49.267,18.03936
49.27875,18.03936
49.28335,18.03936
49.2916,18.03936
49.30385,18.03936
49.46365,18.03936
49.48415,18.03936
49.50465,18.03936
49.5251,18.03936
49.6644,18.03936
49.7054,18.03936
49.7261,18.03936
49.88595,18.03936
49.9062,18.03936
50.0046,18.03936
50.066,18.03936
50.0865,18.03936
50.10695,18.03936
50.12335,18.03936
50.2629,18.03936
50.27895,18.03936
50.28315,18.03936
50.30385,18.03936
50.31595,18.03936
50.3241,18.03936
50.4839,18.03936
50.5044,18.03936
50.52525,18.03936
50.6642,18.03936
50.6848,18.03936
50.70515,18.03936
50.72565,18.03936
50.86495,18.03936
50.9062,18.03936
50.92645,18.03936
51.0862,18.03936
51.10675,18.03936
51.26675,18.03936
51.27915,18.03936
51.2829,18.03936
51.3034,18.03936
51.324,18.03936
51.3403,18.03936
51.4632,18.03936
51.4837,18.03936
51.50415,18.03936
51.52465,18.03936
51.66395,18.03936
51.68445,18.03936
51.70495,18.03936
51.7254,18.03936
51.865,18.03936
51.88525,18.03936
51.90575,18.03936
51.92635,18.03936
52.0043,18.03936
52.0655,18.03936
52.1065,18.03936
52.12285,18.03936
52.26625,18.03936
52.2793,18.03936
52.2869,18.03936
52.3034,18.03936
52.32365,18.03936
52.3649,18.03936
52.46295,18.03936
52.48345,18.03936
52.5041,18.03936
52.52465,18.03936
52.66385,18.03936
52.68445,18.03936
52.7047,18.03936
52.72515,18.03936
52.8645,18.03936
52.885,18.03936
52.9055,18.03936
52.92595,18.03936
53.004,18.03936
53.06555,18.03936
53.08575,18.03936
53.10625,18.03936
53.127,18.03936
53.26605,18.03936
53.2795,18.03936
53.28655,18.03936
53.30295,18.03936
53.32355,18.03936
53.38895,18.03936
53.46725,18.03936
53.4832,18.03936
53.50365,18.03936
53.5242,18.03936
53.6635,18.03936
53.68395,18.03936
53.70445,18.03936
53.72495,18.03936
53.86425,18.03936
53.88475,18.03936
53.90525,18.03936
53.92575,18.03936
54.00375,18.03936
54.06505,18.03936
54.0855,18.03936
54.10605,18.03936
54.1268,18.03936
54.26595,18.03936
54.27965,18.03936
54.2863,18.03936
54.30675,18.03936
54.32315,18.03936
54.4133,18.03936
54.46655,18.03936
54.48705,18.03936
54.5038,18.03936
54.5242,18.03936
54.66325,18.03936
54.6837,18.03936
54.70425,18.03936
54.7247,18.03936
54.864,18.03936
54.88455,18.03936
54.9259,18.03936
55.00355,18.03936
55.0648,18.03936
55.0853,18.03936
55.1058,18.03936
55.12625,18.03936
55.26555,18.03936
55.2799,18.03936
55.2863,18.03936
55.30655,18.03936
55.32705,18.03936
55.43765,18.03936
55.46635,18.03936
55.4868,18.03936
55.50345,18.03936
55.5237,18.03936
55.663,18.03936
55.704,18.03936
55.72445,18.03936
55.8638,18.03936
55.8843,18.03936
55.90475,18.03936
55.92525,18.03936
56.00335,18.03936
56.06455,18.03936
56.08505,18.03936
56.1058,18.03936
56.126,18.03936
56.26535,18.03936
56.28005,18.03936
56.28585,18.03936
56.3063,18.03936
56.3268,18.03936
56.4621,18.03936
56.4866,18.03936
56.50295,18.03936
56.52345,18.03936
56.6669,18.03936
56.6835,18.03936
56.70375,18.03936
56.7242,18.03936
56.86355,18.03936
56.88405,18.03936
56.90465,18.03936
56.92505,18.03936
57.00695,18.03936
57.0649,18.03936
57.0848,18.03936
57.1053,18.03936
57.12595,18.03936
57.2651,18.03936
57.2802,18.03936
57.2856,18.03936
57.30605,18.03936
57.32655,18.03936
57.46585,18.03936
57.48635,18.03936
57.4866,18.03936
57.50685,18.03936
57.52325,18.03936
57.66665,18.03936
57.683,18.03936
57.7037,18.03936
57.724,18.03936
57.8633,18.03936
57.88385,18.03936
57.9043,18.03936
57.9248,18.03936
58.00695,18.03936
58.0641,18.03936
58.0848,18.03936
58.1051,18.03936
58.12555,18.03936
58.26485,18.03936
58.28045,18.03936
58.28535,18.03936
58.30585,18.03936
58.32635,18.03936
58.4656,18.03936
58.4861,18.03936
58.50675,18.03936
58.51105,18.03936
58.523,18.03936
58.66655,18.03936
58.68685,18.03936
58.70325,18.03936
58.72375,18.03936
58.8672,18.03936
58.8837,18.03936
58.90405,18.03936
58.92455,18.03936
59.0065,18.03936
59.0639,18.03936
59.08435,18.03936
59.10485,18.03936
59.1253,18.03936
59.26465,18.03936
59.28175,18.03936
59.2851,18.03936
59.3056,18.03936
59.3261,18.03936
59.4654,18.03936
59.4859,18.03936
59.50635,18.03936
59.52685,18.03936
59.53505,18.03936
59.66615,18.03936
59.68715,18.03936
59.7072,18.03936
59.7235,18.03936
59.86695,18.03936
59.88335,18.03936
59.90385,18.03936
59.92455,18.03936
60.00625,18.03936
60.0639,18.03936
60.0841,18.03936
60.1046,18.03936
60.1253,18.03936
60.2644,18.03936
60.2813,18.03936
60.2849,18.03936
60.3056,18.03936
60.32585,18.03936
60.46515,18.03936
60.4858,18.03936
60.50615,18.03936
60.5266,18.03936
60.55965,18.03936
60.66595,18.03936
60.68665,18.03936
60.7069,18.03936
60.7274,18.03936
60.8667,18.03936
60.8872,18.03936
60.9036,18.03936
60.9241,18.03936
61.00625,18.03936
61.0634,18.03936
61.08385,18.03936
61.10435,18.03936
61.12485,18.03936
61.26415,18.03936
61.28145,18.03936
61.28465,18.03936
61.3051,18.03936
61.32565,18.03936
61.4649,18.03936
61.4854,18.03936
61.5059,18.03936
61.52645,18.03936
61.58375,18.03936
61.6662,18.03936
61.68615,18.03936
61.70665,18.03936
61.72715,18.03936
61.8665,18.03936
61.88695,18.03936
61.90335,18.03936
61.92385,18.03936
62.0058,18.03936
62.06725,18.03936
62.08385,18.03936
62.10415,18.03936
62.1246,18.03936
62.2639,18.03936
62.28195,18.03936
62.2844,18.03936
62.3049,18.03936
62.3258,18.03936
62.4651,18.03936
62.4852,18.03936
62.5057,18.03936
62.5264,18.03936
62.60835,18.03936
62.66545,18.03936
62.68595,18.03936
62.70645,18.03936
62.7269,18.03936
62.86625,18.03936
62.88675,18.03936
62.9075,18.03936
62.9236,18.03936
63.00555,18.03936
63.06705,18.03936
63.0834,18.03936
